Date,Open,High,Low,Close,Adj Close,Volume
2020-02-19,170.699997,171.399994,168.880005,170.119995,164.102646,564040
2020-02-20,170.300003,172.779999,169.080002,169.440002,163.446716,796069
2020-02-21,168.880005,170.520004,165.199997,166.020004,160.147675,1325162
2020-02-24,160.500000,160.860001,156.320007,157.000000,151.446732,2141019
2020-02-25,159.660004,159.679993,154.600006,155.300003,149.806854,1386340
2020-02-26,153.199997,157.500000,150.800003,155.660004,150.154129,1858288
2020-02-27,151.600006,153.080002,146.679993,148.820007,143.556061,2502014
2020-02-28,141.979996,152.500000,140.880005,148.580002,143.324554,3739464
2020-03-02,154.500000,155.380005,147.979996,149.639999,144.347061,2635031
2020-03-03,152.000000,156.419998,150.699997,153.100006,147.684677,2509384
2020-03-04,153.539993,156.000000,152.639999,154.639999,149.170197,1623774
2020-03-05,155.100006,155.460007,148.740005,150.500000,145.176636,1390939
2020-03-06,146.000000,148.660004,143.720001,147.199997,141.993362,1797998
2020-03-09,139.100006,139.559998,131.300003,131.720001,127.060905,3019401
2020-03-10,133.679993,141.500000,131.440002,131.559998,126.906563,2754193
2020-03-11,133.779999,137.220001,131.740005,132.399994,127.716850,1935512
2020-03-12,124.800003,126.040001,111.080002,112.260002,108.289230,3739053
2020-03-13,117.800003,123.980003,107.580002,110.879997,106.958038,3623209
2020-03-16,104.000000,104.099998,94.889999,97.389999,93.945198,3396563
2020-03-17,102.900002,103.500000,92.699997,99.080002,95.575424,2333167
2020-03-18,95.620003,97.099998,85.910004,87.199997,84.115631,2663082
2020-03-19,85.669998,92.199997,79.379997,87.839996,84.732994,2930561
2020-03-20,93.699997,97.480003,91.180000,94.129997,90.800507,2942438
2020-03-23,90.010002,96.269997,89.050003,92.250000,88.987007,2139740
2020-03-24,98.169998,110.360001,96.000000,109.820000,105.935539,2757178
2020-03-25,115.500000,120.000000,107.739998,114.879997,110.816559,2539388
2020-03-26,111.500000,114.900002,109.059998,113.699997,109.678291,1821000
2020-03-27,111.440002,112.760002,104.639999,105.419998,101.691170,1895034
2020-03-30,107.000000,109.540001,101.519997,105.019997,101.305313,1153040
2020-03-31,107.080002,108.180000,102.639999,106.839996,103.060936,1645173
2020-04-01,103.099998,103.660004,99.000000,99.000000,95.498253,1924010
2020-04-02,100.519997,102.720001,97.019997,98.830002,95.334267,1471817
2020-04-03,98.800003,101.900002,97.599998,98.910004,95.411438,1452204
2020-04-06,104.260002,113.919998,103.260002,112.959999,108.964470,2662255
2020-04-07,119.000000,121.699997,114.080002,116.379997,112.263496,2370969
2020-04-08,115.000000,119.559998,112.879997,118.139999,113.961250,1386924
2020-04-09,120.000000,126.300003,119.980003,122.540001,118.205612,2150761
2020-04-14,127.379997,127.900002,123.139999,123.139999,118.784393,1447387
2020-04-15,123.639999,124.419998,115.480003,116.199997,112.089867,1630309
2020-04-16,118.779999,120.459999,115.900002,117.139999,112.996620,1596486
2020-04-17,121.500000,124.839996,120.400002,124.599998,120.192749,2322531
2020-04-20,126.599998,127.940002,122.800003,124.739998,120.327797,1362190
2020-04-21,121.500000,122.300003,116.239998,116.500000,112.379257,1745515
2020-04-22,118.000000,119.760002,115.720001,118.779999,114.578613,1053513
2020-04-23,120.000000,122.440002,118.059998,120.739998,116.469284,1032621
2020-04-24,118.639999,120.400002,116.779999,117.360001,113.208839,1096882
2020-04-27,122.099998,122.919998,119.660004,122.919998,118.572174,926361
2020-04-28,123.080002,128.940002,122.660004,126.019997,121.562523,1769321
2020-04-29,127.599998,136.800003,126.300003,133.320007,128.604324,2030413
2020-04-30,134.720001,136.600006,126.559998,128.220001,123.684708,1866418
2020-05-04,125.199997,125.519997,120.320000,121.040001,116.758675,1664524
2020-05-05,124.120003,127.360001,123.300003,127.199997,122.700783,1240330
2020-05-06,127.000000,128.300003,125.739998,126.860001,122.372810,1052322
2020-05-07,127.199997,128.839996,126.639999,127.139999,122.642906,925883
2020-05-08,129.080002,129.979996,127.739998,128.919998,124.359947,839718
2020-05-11,130.240005,131.479996,125.839996,127.300003,122.797249,931126
2020-05-12,126.500000,128.259995,125.779999,127.180000,122.681496,809502
2020-05-13,125.000000,125.199997,119.440002,119.760002,115.523949,1455973
2020-05-14,118.000000,118.580002,111.099998,116.419998,112.302086,1896912
2020-05-15,118.239998,123.180000,118.199997,121.239998,116.951599,1481815
2020-05-18,124.500000,132.199997,124.239998,131.279999,126.636467,2465763
2020-05-19,132.399994,133.600006,128.160004,132.259995,127.581802,1677762
2020-05-20,131.259995,134.259995,128.360001,133.500000,128.777954,1498262
2020-05-21,131.740005,134.720001,130.419998,132.479996,127.794022,1096617
2020-05-22,129.699997,135.179993,128.300003,132.779999,128.083420,1533998
2020-05-25,134.500000,134.500000,131.160004,133.960007,129.221680,1071253
2020-05-26,135.000000,137.800003,134.000000,136.839996,131.999802,1489657
2020-05-27,137.240005,146.699997,136.979996,140.119995,135.163788,2983830
2020-05-28,142.600006,142.779999,133.940002,137.220001,132.366364,2347733
2020-05-29,134.460007,134.619995,131.380005,132.500000,127.813316,2092400
2020-06-02,135.899994,141.979996,134.759995,140.100006,135.144501,2550624
2020-06-03,141.880005,144.320007,141.360001,143.119995,138.057678,1901615
2020-06-04,139.500000,144.440002,137.539993,141.639999,136.630020,2515197
2020-06-05,144.279999,150.720001,144.059998,148.979996,143.710403,2604780
2020-06-08,148.000000,155.539993,147.660004,148.500000,143.247375,1951722
2020-06-09,148.600006,150.119995,141.419998,145.559998,140.411362,2267115
2020-06-10,146.960007,148.279999,141.960007,143.179993,138.115540,1350242
2020-06-11,139.660004,139.679993,132.240005,132.419998,127.736145,2492394
2020-06-12,131.880005,138.000000,130.860001,133.960007,129.221680,1905266
2020-06-15,130.139999,137.580002,129.899994,136.360001,131.536789,1522464
2020-06-16,141.479996,141.740005,133.979996,136.580002,131.749008,2317667
2020-06-17,136.619995,138.220001,132.320007,134.139999,129.395309,1704489
2020-06-18,133.399994,135.839996,131.199997,132.580002,127.890488,1551792
2020-06-19,134.160004,134.380005,130.039993,130.679993,126.057686,2353687
2020-06-22,128.820007,131.820007,127.760002,130.279999,125.671844,1032048
2020-06-23,132.440002,136.860001,130.919998,136.199997,131.382446,1575288
2020-06-24,136.199997,137.360001,129.619995,129.619995,125.035179,1227317
2020-06-25,128.960007,133.919998,127.540001,133.059998,128.353500,1158878
2020-06-26,135.000000,136.419998,132.580002,133.320007,128.604324,1212361
2020-06-29,132.259995,135.740005,131.800003,134.580002,129.819748,1206735
2020-06-30,135.339996,135.800003,132.979996,134.940002,130.167007,1118035
2020-07-01,134.699997,135.100006,131.559998,133.320007,128.604324,871989
2020-07-02,135.399994,139.220001,134.539993,137.199997,132.347076,1351156
2020-07-03,139.919998,140.119995,134.860001,135.580002,130.784378,654388
2020-07-06,139.440002,141.580002,137.240005,138.839996,133.929062,912269
2020-07-07,138.059998,139.399994,136.440002,138.020004,133.138077,539551
2020-07-08,137.199997,138.539993,134.919998,135.419998,130.630035,727919
2020-07-09,135.639999,138.139999,134.860001,135.600006,130.803680,783177
2020-07-10,134.059998,140.479996,133.820007,139.979996,135.028732,1215035
2020-07-13,142.020004,143.160004,138.660004,139.300003,134.372803,984355
2020-07-14,137.500000,139.600006,135.440002,137.380005,132.520706,1089940
2020-07-15,139.000000,143.720001,139.000000,141.160004,136.167007,1385474
2020-07-16,140.300003,142.339996,140.020004,141.339996,136.340637,916245
2020-07-17,144.000000,146.880005,143.800003,144.440002,139.330994,1432507
2020-07-20,144.880005,144.979996,141.559998,144.759995,139.639664,786180
2020-07-21,147.639999,148.779999,144.679993,145.000000,139.871185,1146193
2020-07-22,145.320007,145.699997,142.500000,144.339996,139.234512,773527
2020-07-23,145.000000,148.860001,144.320007,144.539993,139.427444,1161863
2020-07-24,142.979996,143.259995,141.100006,142.020004,136.996582,849191
2020-07-27,142.759995,142.800003,140.339996,141.240005,136.244186,583264
2020-07-28,141.600006,142.960007,139.880005,141.800003,136.784363,843198
2020-07-29,141.500000,141.820007,136.619995,137.639999,132.771515,1280518
2020-07-30,136.500000,136.500000,127.059998,129.199997,124.630043,2881697
2020-07-31,130.399994,131.119995,125.000000,125.000000,120.578606,1610267
2020-08-03,126.500000,132.979996,126.419998,131.179993,126.540001,1634787
2020-08-04,133.020004,134.699997,132.300003,134.500000,129.742569,2031132
2020-08-05,135.039993,136.699997,133.880005,134.940002,130.167007,841385
2020-08-06,135.500000,137.520004,133.339996,134.000000,129.260254,1434341
2020-08-07,133.300003,134.259995,131.520004,132.860001,128.160583,890458
2020-08-10,134.119995,134.220001,131.600006,133.119995,128.411377,677908
2020-08-11,134.800003,141.199997,134.639999,140.000000,135.048035,1958761
2020-08-12,139.839996,142.300003,139.440002,140.660004,135.684692,869988
2020-08-13,140.240005,141.199997,138.539993,138.740005,133.832611,756502
2020-08-14,138.820007,139.399994,136.979996,138.979996,134.064102,735883
2020-08-17,138.880005,140.419998,138.520004,139.179993,134.257034,522374
2020-08-18,138.000000,140.500000,136.979996,138.500000,133.601089,666118
2020-08-19,138.440002,139.919998,137.899994,139.440002,134.507843,600356
2020-08-20,137.699997,137.839996,135.699997,136.619995,131.787582,861499
2020-08-21,137.419998,138.500000,134.580002,136.080002,131.266693,1086159
2020-08-24,137.000000,138.339996,134.660004,137.800003,132.925858,1656694
2020-08-25,138.259995,139.820007,136.139999,136.199997,131.382446,1371158
2020-08-26,135.880005,139.000000,135.020004,139.000000,134.083405,747571
2020-08-27,139.500000,142.100006,138.880005,140.119995,135.163788,1099349
2020-08-28,140.940002,142.039993,139.240005,139.520004,134.585022,789882
2020-08-31,139.600006,142.000000,138.919998,139.339996,134.411377,1078799
2020-09-01,140.800003,141.860001,137.880005,140.100006,135.144501,1175523
2020-09-02,140.679993,141.720001,139.559998,140.320007,135.356720,1102194
2020-09-03,141.500000,146.000000,141.419998,142.759995,137.710403,1751887
2020-09-04,142.339996,145.860001,141.539993,143.000000,137.941925,1308774
2020-09-07,145.520004,150.339996,144.759995,149.779999,144.482101,1595847
2020-09-08,150.440002,152.660004,147.660004,151.160004,145.813293,1531808
2020-09-09,150.000000,151.539993,148.800003,151.320007,145.967636,1316710
2020-09-10,151.500000,152.899994,150.779999,150.960007,145.620377,1090726
2020-09-11,150.699997,151.339996,148.460007,149.839996,144.539978,972116
2020-09-14,151.740005,152.000000,147.699997,148.419998,143.170212,753683
2020-09-15,149.220001,150.300003,146.479996,148.339996,143.093033,954105
2020-09-16,148.839996,149.279999,146.899994,148.660004,143.401718,908389
2020-09-17,145.660004,148.080002,144.699997,147.639999,142.417801,951995
2020-09-18,147.619995,147.619995,141.580002,141.979996,136.957993,2704233
2020-09-21,141.160004,141.360001,132.720001,133.600006,128.874420,1958550
2020-09-22,134.460007,136.779999,133.600006,134.820007,130.051270,1120195
2020-09-23,137.020004,139.460007,134.899994,135.479996,130.687912,1148039
2020-09-24,133.820007,137.539993,133.240005,136.539993,131.710419,1033006
2020-09-25,136.740005,136.779999,131.940002,133.300003,128.585022,1327587
2020-09-28,135.800003,138.639999,135.240005,138.199997,133.311707,1071917
2020-09-29,138.240005,139.100006,136.979996,138.740005,133.832611,874899
2020-09-30,137.740005,139.160004,137.000000,137.399994,132.539993,1141483
2020-10-01,134.759995,135.800003,132.440002,134.300003,134.300003,1573098
2020-10-02,133.100006,133.279999,129.539993,132.000000,132.000000,1329797
2020-10-05,133.820007,136.179993,133.539993,134.699997,134.699997,769014
2020-10-06,135.539993,139.160004,135.300003,137.479996,137.479996,1178640
2020-10-07,137.820007,139.539993,135.520004,138.919998,138.919998,932821
2020-10-08,139.699997,140.419998,137.779999,137.979996,137.979996,973064
2020-10-09,138.339996,139.360001,136.839996,137.660004,137.660004,1031768
2020-10-12,137.960007,140.139999,137.339996,139.399994,139.399994,936089
2020-10-13,139.220001,139.740005,137.600006,138.500000,138.500000,784016
2020-10-14,139.000000,140.020004,138.080002,139.179993,139.179993,862378
2020-10-15,137.160004,137.300003,131.960007,134.919998,134.919998,1660491
2020-10-16,137.199997,139.500000,135.600006,138.279999,138.279999,1302979
2020-10-19,138.500000,140.199997,137.779999,139.279999,139.279999,827532
2020-10-20,139.500000,140.100006,138.039993,138.419998,138.419998,847322
2020-10-21,139.580002,139.600006,136.800003,137.080002,137.080002,839170
